parcel_id,survey_number,survey_display,owner_name,village,mandal,district,state,area_acres,centroid_lat,centroid_lon,verification_status,validation_issue
TG-RR-FNR-BRG-0344,344,344,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,1.73,17.063267,78.196316,VERIFIED,
TG-RR-FNR-BRG-0345,345,345,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,7.18,17.062714,78.207579,VERIFIED,
TG-RR-FNR-BRG-0346,346,346,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,8.44,17.062873,78.191099,VERIFIED,
TG-RR-FNR-BRG-0347,347,347,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,6.99,17.06302,78.184876,VERIFIED,
TG-RR-FNR-BRG-0348,348,348,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,9.09,17.063121,78.175554,CONFLICT,Area mismatch: Document states 9.82 Acres vs GIS 9.09 Acres (8.0% diff)
TG-RR-FNR-BRG-0349,349,349,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,16.81,17.063027,78.179563,VERIFIED,
TG-RR-FNR-BRG-0350,350,350,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,6.03,17.063302,78.187555,VERIFIED,
TG-RR-FNR-BRG-0351,351,351,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,3.39,17.062954,78.183265,VERIFIED,
TG-RR-FNR-BRG-0352,352,352,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,4.54,17.062561,78.171187,VERIFIED,
TG-RR-FNR-BRG-0353,353,353,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,2.63,17.062574,78.196465,VERIFIED,
TG-RR-FNR-BRG-0354,354,354,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,2.97,17.062636,78.205548,VERIFIED,
TG-RR-FNR-BRG-0355,355,355,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,5.15,17.062931,78.168782,VERIFIED,
TG-RR-FNR-BRG-0356,356,356,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,6.61,17.062414,78.188793,VERIFIED,
TG-RR-FNR-BRG-0357,357,357,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,3.44,17.062248,78.183108,VERIFIED,
TG-RR-FNR-BRG-0358,358,358,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,7.74,17.062511,78.181484,VERIFIED,
TG-RR-FNR-BRG-0359,359,359,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,5.35,17.062369,78.206466,VERIFIED,
TG-RR-FNR-BRG-0360,360,360,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,6.17,17.062094,78.17062,VERIFIED,
TG-RR-FNR-BRG-0361,361,361,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,11.95,17.062076,78.167069,VERIFIED,
TG-RR-FNR-BRG-0362,362,362,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,3.49,17.061753,78.168306,VERIFIED,
TG-RR-FNR-BRG-0363,363,363,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,1.51,17.062272,78.18771,VERIFIED,
TG-RR-FNR-BRG-0364,364,364,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,6.1,17.062211,78.198567,VERIFIED,
TG-RR-FNR-BRG-0365,365,365,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,7.21,17.062503,78.192796,REVIEW_REQUIRED,Low OCR confidence in handwritten Tippon annotation
TG-RR-FNR-BRG-0366,366,366,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,3.51,17.062034,78.187216,VERIFIED,
TG-RR-FNR-BRG-0367,367,367,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,1.92,17.062282,78.195624,VERIFIED,
TG-RR-FNR-BRG-0368,368,368,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,6.78,17.061982,78.204726,VERIFIED,
TG-RR-FNR-BRG-0369,369,369,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,3.62,17.061242,78.19557,VERIFIED,
TG-RR-FNR-BRG-0370,370,370,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,9.93,17.061876,78.202892,VERIFIED,
TG-RR-FNR-BRG-0371,371,371,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,4.06,17.061477,78.192877,VERIFIED,
TG-RR-FNR-BRG-0372,372,372,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,3.81,17.061745,78.194791,VERIFIED,
TG-RR-FNR-BRG-0373,373,373,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.19,17.061453,78.196689,VERIFIED,
TG-RR-FNR-BRG-0374,374,374,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,8.35,17.061513,78.169611,VERIFIED,
TG-RR-FNR-BRG-0375,375,375,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,2.68,17.061844,78.194107,VERIFIED,
TG-RR-FNR-BRG-0376,376,376,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,10.35,17.061421,78.184637,VERIFIED,
TG-RR-FNR-BRG-0377,377,377,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,8.72,17.061712,78.174891,VERIFIED,
TG-RR-FNR-BRG-0378,378,378,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,4.18,17.061532,78.182014,VERIFIED,
TG-RR-FNR-BRG-0379,379,379,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,10.16,17.061938,78.177441,VERIFIED,
TG-RR-FNR-BRG-0380,380,380,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,6.9,17.061519,78.186303,CONFLICT,Owner mismatch: Deed titleholder 'K. Padma' vs Extracted 'M. Lakshmi Bai'
TG-RR-FNR-BRG-0381,381,381,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,3.59,17.06136,78.17623,VERIFIED,
TG-RR-FNR-BRG-0382,382,382,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,10.37,17.061374,78.190947,VERIFIED,
TG-RR-FNR-BRG-0383,383,383,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,3.71,17.061218,78.197999,VERIFIED,
TG-RR-FNR-BRG-0384,384,384,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,13.44,17.060376,78.182582,VERIFIED,
TG-RR-FNR-BRG-0385,385,385,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,5.8,17.060747,78.193914,VERIFIED,
TG-RR-FNR-BRG-0386,386,386,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,3.67,17.061371,78.199383,VERIFIED,
TG-RR-FNR-BRG-0387,387,387,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,2.78,17.060932,78.187425,VERIFIED,
TG-RR-FNR-BRG-0388,388,388,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,9.17,17.060917,78.206769,VERIFIED,
TG-RR-FNR-BRG-0389,389,389,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,10.5,17.060959,78.200725,VERIFIED,
TG-RR-FNR-BRG-0390,390,390,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,14.7,17.060768,78.172669,VERIFIED,
TG-RR-FNR-BRG-0391,391,391,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,7.0,17.060655,78.204569,VERIFIED,
TG-RR-FNR-BRG-0392,392,392,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,1.91,17.060341,78.198772,VERIFIED,
TG-RR-FNR-BRG-0393,393,393,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,11.75,17.060511,78.180443,VERIFIED,
TG-RR-FNR-BRG-0394,394,394,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,1.94,17.060955,78.188358,VERIFIED,
TG-RR-FNR-BRG-0395,395,395,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,1.52,17.06041,78.187824,VERIFIED,
TG-RR-FNR-BRG-0396,396,396,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,2.98,17.061091,78.20192,VERIFIED,
TG-RR-FNR-BRG-0397,397,397,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.0,17.061087,78.178864,VERIFIED,
TG-RR-FNR-BRG-0398,398,398,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,3.79,17.0602,78.199534,VERIFIED,
TG-RR-FNR-BRG-0399,399,399,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,4.02,17.060826,78.189494,VERIFIED,
TG-RR-FNR-BRG-0400,400,400,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,1.97,17.060739,78.188891,VERIFIED,
TG-RR-FNR-BRG-0401,401,401,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,2.48,17.059972,78.201574,VERIFIED,
TG-RR-FNR-BRG-0402,402,402,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,1.4,17.060064,78.188471,VERIFIED,
TG-RR-FNR-BRG-0403,403,403,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,4.74,17.060193,78.202516,VERIFIED,
TG-RR-FNR-BRG-0404,404,404,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,4.1,17.060404,78.197519,VERIFIED,
TG-RR-FNR-BRG-0405,405,405,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,7.66,17.06025,78.174055,VERIFIED,
TG-RR-FNR-BRG-0406,406,406,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,4.73,17.060252,78.177227,VERIFIED,
TG-RR-FNR-BRG-0407,407,407,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,9.43,17.059706,78.190907,VERIFIED,
TG-RR-FNR-BRG-0408,408,408,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,6.18,17.059955,78.175938,VERIFIED,
TG-RR-FNR-BRG-0409,409,409,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.6,17.059424,78.179455,VERIFIED,
TG-RR-FNR-BRG-0410,410,410,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,6.4,17.060098,78.185793,REVIEW_REQUIRED,Low OCR confidence in handwritten Tippon annotation
TG-RR-FNR-BRG-0411,411,411,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,5.89,17.059657,78.205216,VERIFIED,
TG-RR-FNR-BRG-0412,412,412,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,5.68,17.05994,78.193779,CONFLICT,Area mismatch: Document states 6.13 Acres vs GIS 5.68 Acres (8.0% diff)
TG-RR-FNR-BRG-0413,413,413,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,13.89,17.05987,78.168197,VERIFIED,
TG-RR-FNR-BRG-0414,414,414,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,10.32,17.05979,78.171102,VERIFIED,
TG-RR-FNR-BRG-0415,415,415,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,7.56,17.059287,78.197776,VERIFIED,
TG-RR-FNR-BRG-0416,416,416,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,3.65,17.05974,78.187114,VERIFIED,
TG-RR-FNR-BRG-0417,417,417,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,2.62,17.059998,78.169927,VERIFIED,
TG-RR-FNR-BRG-0418,418,418,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,5.91,17.059366,78.178361,VERIFIED,
TG-RR-FNR-BRG-0419,419,419,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,4.75,17.059271,78.189784,VERIFIED,
TG-RR-FNR-BRG-0420,420,420,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,17.01,17.058686,78.19261,VERIFIED,
TG-RR-FNR-BRG-0421,421,421,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.33,17.058751,78.169979,VERIFIED,
TG-RR-FNR-BRG-0422,422,422,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,10.68,17.059213,78.203025,VERIFIED,
TG-RR-FNR-BRG-0423,423,423,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,10.57,17.058852,78.174745,VERIFIED,
TG-RR-FNR-BRG-0424,424,424,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,5.75,17.058643,78.20585,VERIFIED,
TG-RR-FNR-BRG-0425,425,425,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,2.18,17.05937,78.206649,CONFLICT,Owner mismatch: Deed titleholder 'N. Shankaraiah' vs Extracted 'A. Jagadeeshwar'
TG-RR-FNR-BRG-0426,426,426,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,4.9,17.058929,78.187795,VERIFIED,
TG-RR-FNR-BRG-0427,427,427,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,12.6,17.059085,78.196237,VERIFIED,
TG-RR-FNR-BRG-0428,428,428,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,4.35,17.059048,78.185292,VERIFIED,
TG-RR-FNR-BRG-0429,429,429,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,8.1,17.05862,78.177404,VERIFIED,
TG-RR-FNR-BRG-0430,430,430,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,5.88,17.058633,78.189066,VERIFIED,
TG-RR-FNR-BRG-0431,431,431,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,10.95,17.05896,78.184126,VERIFIED,
TG-RR-FNR-BRG-0432,432,432,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,11.8,17.058752,78.200104,VERIFIED,
TG-RR-FNR-BRG-0433,433,433,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,11.36,17.058344,78.194637,VERIFIED,
TG-RR-FNR-BRG-0434,434,434,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,6.68,17.058298,78.186305,VERIFIED,
TG-RR-FNR-BRG-0435,435,435,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,8.93,17.058036,78.204377,VERIFIED,
TG-RR-FNR-BRG-0436,436,436,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,5.77,17.057902,78.169105,VERIFIED,
TG-RR-FNR-BRG-0437,437,437,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,10.92,17.057686,78.198629,VERIFIED,
TG-RR-FNR-BRG-0438,438,438,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,11.3,17.057754,78.173383,VERIFIED,
TG-RR-FNR-BRG-0439,439,439,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,3.81,17.058067,78.167897,VERIFIED,
TG-RR-FNR-BRG-0440,440,440,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,2.05,17.05707,78.168564,VERIFIED,
TG-RR-FNR-BRG-0441,441,441,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,7.95,17.057806,78.172013,VERIFIED,
TG-RR-FNR-BRG-0442,442,442,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,13.52,17.057448,78.176185,VERIFIED,
TG-RR-FNR-BRG-0443,443,443,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,7.37,17.057381,78.187758,VERIFIED,
TG-RR-FNR-BRG-0444,444,444,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,9.39,17.057907,78.182791,VERIFIED,
TG-RR-FNR-BRG-0445,445,445,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,11.31,17.057496,78.181547,VERIFIED,
TG-RR-FNR-BRG-0446,446,446,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,10.82,17.057475,78.180399,VERIFIED,
TG-RR-FNR-BRG-0447,447,447,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,4.42,17.057357,78.203324,VERIFIED,
TG-RR-FNR-BRG-0448,448,448,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,18.84,17.057116,78.190049,VERIFIED,
TG-RR-FNR-BRG-0449,449,449,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,12.42,17.057294,78.201587,VERIFIED,
TG-RR-FNR-BRG-0450,450,450,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,5.37,17.057146,78.184074,CONFLICT,Area mismatch: Document states 5.8 Acres vs GIS 5.37 Acres (8.0% diff)
TG-RR-FNR-BRG-0451,451,451,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,8.69,17.057314,78.17886,VERIFIED,
TG-RR-FNR-BRG-0452,452,452,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,7.29,17.056536,78.186759,VERIFIED,
TG-RR-FNR-BRG-0453,453,453,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,6.91,17.056926,78.171048,VERIFIED,
TG-RR-FNR-BRG-0454,454,454,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,5.35,17.056267,78.202832,VERIFIED,
TG-RR-FNR-BRG-0455,455,455,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,9.13,17.056836,78.194911,REVIEW_REQUIRED,Low OCR confidence in handwritten Tippon annotation
TG-RR-FNR-BRG-0456,456,456,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,6.58,17.05657,78.185477,VERIFIED,
TG-RR-FNR-BRG-0457,457,457,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,9.97,17.056344,78.169724,VERIFIED,
TG-RR-FNR-BRG-0458,458,458,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,9.41,17.056445,78.199348,VERIFIED,
TG-RR-FNR-BRG-0459,459,459,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,8.93,17.056749,78.196693,VERIFIED,
TG-RR-FNR-BRG-0460,460,460,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,2.4,17.056224,78.184669,VERIFIED,
TG-RR-FNR-BRG-0461,461,461,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,4.64,17.056733,78.204901,VERIFIED,
TG-RR-FNR-BRG-0462,462,462,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,5.17,17.055843,78.179736,VERIFIED,
TG-RR-FNR-BRG-0463,463,463,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,5.65,17.056073,78.182909,VERIFIED,
TG-RR-FNR-BRG-0464,464,464,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,4.35,17.056059,78.178291,VERIFIED,
TG-RR-FNR-BRG-0465,465,465,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,3.1,17.056068,78.171908,VERIFIED,
TG-RR-FNR-BRG-0466,466,466,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,5.65,17.055523,78.203794,VERIFIED,
TG-RR-FNR-BRG-0467,467,467,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,12.49,17.055427,78.176723,VERIFIED,
TG-RR-FNR-BRG-0468,468,468,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,16.84,17.055291,78.174926,VERIFIED,
TG-RR-FNR-BRG-0469,469,469,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,1.23,17.055422,78.172218,VERIFIED,
TG-RR-FNR-BRG-0470,470,470,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,5.35,17.055809,78.173203,CONFLICT,Owner mismatch: Deed titleholder 'D. Gopal Rao' vs Extracted 'G. Lingaiah'
TG-RR-FNR-BRG-0471,471,471,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,4.03,17.055411,78.184269,VERIFIED,
TG-RR-FNR-BRG-0472,472,472,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,1.27,17.055305,78.17158,VERIFIED,
TG-RR-FNR-BRG-0473,473,473,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,11.62,17.055515,78.194026,VERIFIED,
TG-RR-FNR-BRG-0474,474,474,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,3.78,17.055279,78.195598,VERIFIED,
TG-RR-FNR-BRG-0475,475,475,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,7.38,17.055386,78.197337,VERIFIED,
TG-RR-FNR-BRG-0476,476,476,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,6.0,17.055345,78.199427,VERIFIED,
TG-RR-FNR-BRG-0477,477,477,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,10.05,17.055328,78.188695,VERIFIED,
TG-RR-FNR-BRG-0478,478,478,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,17.22,17.055787,78.191936,VERIFIED,
TG-RR-FNR-BRG-0479,479,479,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,4.88,17.055224,78.182465,VERIFIED,
TG-RR-FNR-BRG-0480,480,480,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,5.08,17.054854,78.179174,VERIFIED,
TG-RR-FNR-BRG-0481,481,481,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.29,17.055104,78.186901,VERIFIED,
TG-RR-FNR-BRG-0482,482,482,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,6.65,17.054444,78.173383,VERIFIED,
TG-RR-FNR-BRG-0483,483,483,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,7.38,17.055155,78.201207,VERIFIED,
TG-RR-FNR-BRG-0484,484,484,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,3.46,17.055057,78.170741,VERIFIED,
TG-RR-FNR-BRG-0485,485,485,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,1.97,17.054342,78.171314,VERIFIED,
TG-RR-FNR-BRG-0486,486,486,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,4.42,17.054796,78.185063,VERIFIED,
TG-RR-FNR-BRG-0487,487,487,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,4.93,17.054575,78.177921,VERIFIED,
TG-RR-FNR-BRG-0488,488,488,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,3.24,17.054364,78.172049,VERIFIED,
TG-RR-FNR-BRG-0489,489,489,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,10.46,17.054361,78.202455,CONFLICT,Area mismatch: Document states 11.3 Acres vs GIS 10.46 Acres (8.0% diff)
TG-RR-FNR-BRG-0490,490,490,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,4.9,17.0544,78.196235,VERIFIED,
TG-RR-FNR-BRG-0491,491,491,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,4.05,17.054074,78.183257,VERIFIED,
TG-RR-FNR-BRG-0492,492,492,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,3.28,17.054216,78.199629,VERIFIED,
TG-RR-FNR-BRG-0493,493,493,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,5.08,17.054443,78.198139,VERIFIED,
TG-RR-FNR-BRG-0494,494,494,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,3.76,17.054193,78.182316,VERIFIED,
TG-RR-FNR-BRG-0495,495,495,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,8.59,17.054216,78.190926,VERIFIED,
TG-RR-FNR-BRG-0496,496,496,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,4.59,17.053986,78.20043,VERIFIED,
TG-RR-FNR-BRG-0497,497,497,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,3.41,17.054609,78.169991,VERIFIED,
TG-RR-FNR-BRG-0498,498,498,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,3.42,17.054044,78.187216,VERIFIED,
TG-RR-FNR-BRG-0499,499,499,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,7.86,17.05339,78.184021,VERIFIED,
TG-RR-FNR-BRG-0500,500,500,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,4.52,17.053753,78.181971,REVIEW_REQUIRED,Low OCR confidence in handwritten Tippon annotation
TG-RR-FNR-BRG-0501,501,501,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,4.44,17.054088,78.185715,VERIFIED,
TG-RR-FNR-BRG-0502,502,502,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,7.72,17.054348,78.180694,VERIFIED,
TG-RR-FNR-BRG-0503,503,503,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,1.73,17.053815,78.198724,VERIFIED,
TG-RR-FNR-BRG-0504,504,504,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,2.86,17.053582,78.187801,VERIFIED,
TG-RR-FNR-BRG-0505,505,505,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,3.07,17.053522,78.170698,VERIFIED,
TG-RR-FNR-BRG-0506,506,506,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,1.69,17.053557,78.188407,VERIFIED,
TG-RR-FNR-BRG-0507,507,507,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,5.9,17.05394,78.192727,VERIFIED,
TG-RR-FNR-BRG-0508,508,508,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,2.64,17.053531,78.188858,VERIFIED,
TG-RR-FNR-BRG-0509,509,509,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,5.97,17.053166,78.198101,VERIFIED,
TG-RR-FNR-BRG-0510,510,510,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,7.61,17.053595,78.189719,VERIFIED,
TG-RR-FNR-BRG-0511,511,511,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.03,17.053597,78.177761,VERIFIED,
TG-RR-FNR-BRG-0512,512,512,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,8.49,17.053174,78.196056,VERIFIED,
TG-RR-FNR-BRG-0513,513,513,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,8.4,17.053364,78.194515,VERIFIED,
TG-RR-FNR-BRG-0514,514,514,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,8.55,17.053127,78.17953,VERIFIED,
TG-RR-FNR-BRG-0515,515,515,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,1.55,17.053409,78.185872,CONFLICT,Owner mismatch: Deed titleholder 'M. Mallesh Goud' vs Extracted 'P. Suseela'
TG-RR-FNR-BRG-0516,516,516,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,3.48,17.05314,78.193339,VERIFIED,
