document_id,parcel_id,ocr_survey_number,ocr_owner_name,ocr_area_acres,ocr_village,ocr_confidence,extraction_status,validation_issue
DOC-BRG-0435,TG-RR-FNR-BRG-0435,435,M. Lakshmi Bai,8.93,Burgul,0.98,COMPLETED,
DOC-BRG-0436,TG-RR-FNR-BRG-0436,436,P. Anjaneyulu,5.77,Burgul,0.93,COMPLETED,
DOC-BRG-0437,TG-RR-FNR-BRG-0437,437,B. Satyanarayana,10.92,Burgul,0.91,COMPLETED,
DOC-BRG-0438,TG-RR-FNR-BRG-0438,438,T. Ramaiah,11.3,Burgul,0.93,COMPLETED,
DOC-BRG-0439,TG-RR-FNR-BRG-0439,439,Ch. Madhava Reddy,3.81,Burgul,0.89,COMPLETED,
DOC-BRG-0440,TG-RR-FNR-BRG-0440,440,V. Narsimha,2.05,Burgul,0.91,COMPLETED,
DOC-BRG-0441,TG-RR-FNR-BRG-0441,441,S. Kistamma,7.95,Burgul,0.9,COMPLETED,
DOC-BRG-0442,TG-RR-FNR-BRG-0442,442,A. Balraj,13.52,Burgul,0.94,COMPLETED,
DOC-BRG-0443,TG-RR-FNR-BRG-0443,443,M. Mallesh Goud,7.37,Burgul,0.88,COMPLETED,
DOC-BRG-0444,TG-RR-FNR-BRG-0444,444,K. Chandraiah,9.39,Burgul,0.98,COMPLETED,
DOC-BRG-0445,TG-RR-FNR-BRG-0445,445,J. Ramachandra Reddy,11.31,Burgul,0.9,COMPLETED,
DOC-BRG-0446,TG-RR-FNR-BRG-0446,446,D. Gopal Rao,10.82,Burgul,0.89,COMPLETED,
DOC-BRG-0447,TG-RR-FNR-BRG-0447,447,R. Prabhakar,4.42,Burgul,0.96,COMPLETED,
DOC-BRG-0448,TG-RR-FNR-BRG-0448,448,E. Yadagiri,18.84,Burgul,0.98,COMPLETED,
DOC-BRG-0449,TG-RR-FNR-BRG-0449,449,N. Shankaraiah,12.42,Burgul,0.97,COMPLETED,
DOC-BRG-0450,TG-RR-FNR-BRG-0450,450,P. Suseela,5.8,Burgul,0.68,NEEDS_REVIEW,Area mismatch: Document states 5.8 Acres vs GIS 5.37 Acres (8.0% diff)
DOC-BRG-0451,TG-RR-FNR-BRG-0451,451,B. Vittal Reddy,8.69,Burgul,0.92,COMPLETED,
DOC-BRG-0452,TG-RR-FNR-BRG-0452,452,K. Padma,7.29,Burgul,0.88,COMPLETED,
DOC-BRG-0453,TG-RR-FNR-BRG-0453,453,G. Lingaiah,6.91,Burgul,0.94,COMPLETED,
DOC-BRG-0454,TG-RR-FNR-BRG-0454,454,M. Krishna Murthy,5.35,Burgul,0.98,COMPLETED,
DOC-BRG-0455,TG-RR-FNR-BRG-0455,455,S. Venkat Reddy,9.13,Burgul,0.62,NEEDS_REVIEW,Low OCR confidence in handwritten Tippon annotation
DOC-BRG-0456,TG-RR-FNR-BRG-0456,456,A. Jagadeeshwar,6.58,Burgul,0.97,COMPLETED,
DOC-BRG-0457,TG-RR-FNR-BRG-0457,457,G. Srinivas Reddy,9.97,Burgul,0.97,COMPLETED,
DOC-BRG-0458,TG-RR-FNR-BRG-0458,458,K. Venkateshwar Rao,9.41,Burgul,0.97,COMPLETED,
DOC-BRG-0459,TG-RR-FNR-BRG-0459,459,M. Lakshmi Bai,8.93,Burgul,0.99,COMPLETED,
DOC-BRG-0460,TG-RR-FNR-BRG-0460,460,P. Anjaneyulu,2.4,Burgul,0.92,COMPLETED,
DOC-BRG-0461,TG-RR-FNR-BRG-0461,461,B. Satyanarayana,4.64,Burgul,0.98,COMPLETED,
DOC-BRG-0462,TG-RR-FNR-BRG-0462,462,T. Ramaiah,5.17,Burgul,0.92,COMPLETED,
DOC-BRG-0463,TG-RR-FNR-BRG-0463,463,Ch. Madhava Reddy,5.65,Burgul,0.89,COMPLETED,
DOC-BRG-0464,TG-RR-FNR-BRG-0464,464,V. Narsimha,4.35,Burgul,0.91,COMPLETED,
DOC-BRG-0465,TG-RR-FNR-BRG-0465,465,S. Kistamma,3.1,Burgul,0.9,COMPLETED,
DOC-BRG-0466,TG-RR-FNR-BRG-0466,466,A. Balraj,5.65,Burgul,0.9,COMPLETED,
DOC-BRG-0467,TG-RR-FNR-BRG-0467,467,M. Mallesh Goud,12.49,Burgul,0.98,COMPLETED,
DOC-BRG-0468,TG-RR-FNR-BRG-0468,468,K. Chandraiah,16.84,Burgul,0.97,COMPLETED,
DOC-BRG-0469,TG-RR-FNR-BRG-0469,469,J. Ramachandra Reddy,1.23,Burgul,0.99,COMPLETED,
DOC-BRG-0470,TG-RR-FNR-BRG-0470,470,G. Lingaiah,5.35,Burgul,0.44,NEEDS_REVIEW,Owner mismatch: Deed titleholder 'D. Gopal Rao' vs Extracted 'G. Lingaiah'
DOC-BRG-0471,TG-RR-FNR-BRG-0471,471,R. Prabhakar,4.03,Burgul,0.95,COMPLETED,
DOC-BRG-0472,TG-RR-FNR-BRG-0472,472,E. Yadagiri,1.27,Burgul,0.9,COMPLETED,
DOC-BRG-0473,TG-RR-FNR-BRG-0473,473,N. Shankaraiah,11.62,Burgul,0.99,COMPLETED,
DOC-BRG-0474,TG-RR-FNR-BRG-0474,474,P. Suseela,3.78,Burgul,0.96,COMPLETED,
DOC-BRG-0475,TG-RR-FNR-BRG-0475,475,B. Vittal Reddy,7.38,Burgul,0.98,COMPLETED,
DOC-BRG-0476,TG-RR-FNR-BRG-0476,476,K. Padma,6.0,Burgul,0.97,COMPLETED,
DOC-BRG-0477,TG-RR-FNR-BRG-0477,477,G. Lingaiah,10.05,Burgul,0.9,COMPLETED,
DOC-BRG-0478,TG-RR-FNR-BRG-0478,478,M. Krishna Murthy,17.22,Burgul,0.94,COMPLETED,
DOC-BRG-0479,TG-RR-FNR-BRG-0479,479,S. Venkat Reddy,4.88,Burgul,0.9,COMPLETED,
DOC-BRG-0480,TG-RR-FNR-BRG-0480,480,A. Jagadeeshwar,5.08,Burgul,0.91,COMPLETED,
DOC-BRG-0481,TG-RR-FNR-BRG-0481,481,G. Srinivas Reddy,6.29,Burgul,0.96,COMPLETED,
DOC-BRG-0482,TG-RR-FNR-BRG-0482,482,K. Venkateshwar Rao,6.65,Burgul,0.89,COMPLETED,
DOC-BRG-0483,TG-RR-FNR-BRG-0483,483,M. Lakshmi Bai,7.38,Burgul,0.96,COMPLETED,
DOC-BRG-0484,TG-RR-FNR-BRG-0484,484,P. Anjaneyulu,3.46,Burgul,0.98,COMPLETED,
DOC-BRG-0485,TG-RR-FNR-BRG-0485,485,B. Satyanarayana,1.97,Burgul,0.98,COMPLETED,
DOC-BRG-0486,TG-RR-FNR-BRG-0486,486,T. Ramaiah,4.42,Burgul,0.92,COMPLETED,
DOC-BRG-0487,TG-RR-FNR-BRG-0487,487,Ch. Madhava Reddy,4.93,Burgul,0.99,COMPLETED,
DOC-BRG-0488,TG-RR-FNR-BRG-0488,488,V. Narsimha,3.24,Burgul,0.99,COMPLETED,
DOC-BRG-0489,TG-RR-FNR-BRG-0489,489,S. Kistamma,11.3,Burgul,0.68,NEEDS_REVIEW,Area mismatch: Document states 11.3 Acres vs GIS 10.46 Acres (8.0% diff)
DOC-BRG-0490,TG-RR-FNR-BRG-0490,490,A. Balraj,4.9,Burgul,0.88,COMPLETED,
DOC-BRG-0491,TG-RR-FNR-BRG-0491,491,M. Mallesh Goud,4.05,Burgul,0.95,COMPLETED,
DOC-BRG-0492,TG-RR-FNR-BRG-0492,492,K. Chandraiah,3.28,Burgul,0.98,COMPLETED,
DOC-BRG-0493,TG-RR-FNR-BRG-0493,493,J. Ramachandra Reddy,5.08,Burgul,0.99,COMPLETED,
DOC-BRG-0494,TG-RR-FNR-BRG-0494,494,D. Gopal Rao,3.76,Burgul,0.9,COMPLETED,
DOC-BRG-0495,TG-RR-FNR-BRG-0495,495,R. Prabhakar,8.59,Burgul,0.94,COMPLETED,
DOC-BRG-0496,TG-RR-FNR-BRG-0496,496,E. Yadagiri,4.59,Burgul,0.98,COMPLETED,
DOC-BRG-0497,TG-RR-FNR-BRG-0497,497,N. Shankaraiah,3.41,Burgul,0.9,COMPLETED,
DOC-BRG-0498,TG-RR-FNR-BRG-0498,498,P. Suseela,3.42,Burgul,0.96,COMPLETED,
DOC-BRG-0499,TG-RR-FNR-BRG-0499,499,B. Vittal Reddy,7.86,Burgul,0.91,COMPLETED,
DOC-BRG-0500,TG-RR-FNR-BRG-0500,500,K. Padma,4.52,Burgul,0.62,NEEDS_REVIEW,Low OCR confidence in handwritten Tippon annotation
DOC-BRG-0501,TG-RR-FNR-BRG-0501,501,G. Lingaiah,4.44,Burgul,0.99,COMPLETED,
DOC-BRG-0502,TG-RR-FNR-BRG-0502,502,M. Krishna Murthy,7.72,Burgul,0.9,COMPLETED,
DOC-BRG-0503,TG-RR-FNR-BRG-0503,503,S. Venkat Reddy,1.73,Burgul,0.98,COMPLETED,
DOC-BRG-0504,TG-RR-FNR-BRG-0504,504,A. Jagadeeshwar,2.86,Burgul,0.89,COMPLETED,
DOC-BRG-0505,TG-RR-FNR-BRG-0505,505,G. Srinivas Reddy,3.07,Burgul,0.96,COMPLETED,
DOC-BRG-0506,TG-RR-FNR-BRG-0506,506,K. Venkateshwar Rao,1.69,Burgul,0.95,COMPLETED,
DOC-BRG-0507,TG-RR-FNR-BRG-0507,507,M. Lakshmi Bai,5.9,Burgul,0.98,COMPLETED,
DOC-BRG-0508,TG-RR-FNR-BRG-0508,508,P. Anjaneyulu,2.64,Burgul,0.93,COMPLETED,
DOC-BRG-0509,TG-RR-FNR-BRG-0509,509,B. Satyanarayana,5.97,Burgul,0.91,COMPLETED,
DOC-BRG-0510,TG-RR-FNR-BRG-0510,510,T. Ramaiah,7.61,Burgul,0.91,COMPLETED,
DOC-BRG-0511,TG-RR-FNR-BRG-0511,511,Ch. Madhava Reddy,6.03,Burgul,0.89,COMPLETED,
DOC-BRG-0512,TG-RR-FNR-BRG-0512,512,V. Narsimha,8.49,Burgul,0.91,COMPLETED,
DOC-BRG-0513,TG-RR-FNR-BRG-0513,513,S. Kistamma,8.4,Burgul,0.89,COMPLETED,
DOC-BRG-0514,TG-RR-FNR-BRG-0514,514,A. Balraj,8.55,Burgul,0.88,COMPLETED,
DOC-BRG-0515,TG-RR-FNR-BRG-0515,515,P. Suseela,1.55,Burgul,0.44,NEEDS_REVIEW,Owner mismatch: Deed titleholder 'M. Mallesh Goud' vs Extracted 'P. Suseela'
DOC-BRG-0516,TG-RR-FNR-BRG-0516,516,K. Chandraiah,3.48,Burgul,0.92,COMPLETED,
DOC-BRG-0517,TG-RR-FNR-BRG-0517,517,J. Ramachandra Reddy,11.78,Burgul,0.96,COMPLETED,
DOC-BRG-0518,TG-RR-FNR-BRG-0518,518,D. Gopal Rao,4.63,Burgul,0.99,COMPLETED,
DOC-BRG-0519,TG-RR-FNR-BRG-0519,519,R. Prabhakar,2.54,Burgul,0.98,COMPLETED,
DOC-BRG-0520,TG-RR-FNR-BRG-0520,520,E. Yadagiri,3.12,Burgul,0.93,COMPLETED,
DOC-BRG-0521,TG-RR-FNR-BRG-0521,521,N. Shankaraiah,6.67,Burgul,0.68,NEEDS_REVIEW,Area mismatch: Document states 6.67 Acres vs GIS 6.18 Acres (8.0% diff)
DOC-BRG-0522,TG-RR-FNR-BRG-0522,522,P. Suseela,4.68,Burgul,0.92,COMPLETED,
DOC-BRG-0523,TG-RR-FNR-BRG-0523,523,B. Vittal Reddy,2.44,Burgul,0.94,COMPLETED,
DOC-BRG-0524,TG-RR-FNR-BRG-0524,524,K. Padma,11.39,Burgul,0.89,COMPLETED,
DOC-BRG-0525,TG-RR-FNR-BRG-0525,525,G. Lingaiah,6.51,Burgul,0.93,COMPLETED,
DOC-BRG-0526,TG-RR-FNR-BRG-0526,526,M. Krishna Murthy,3.5,Burgul,0.98,COMPLETED,
DOC-BRG-0527,TG-RR-FNR-BRG-0527,527,S. Venkat Reddy,3.48,Burgul,0.95,COMPLETED,
DOC-BRG-0528,TG-RR-FNR-BRG-0528,528,A. Jagadeeshwar,4.07,Burgul,0.96,COMPLETED,
DOC-BRG-0529,TG-RR-FNR-BRG-0529,529,G. Srinivas Reddy,9.54,Burgul,0.9,COMPLETED,
DOC-BRG-0530,TG-RR-FNR-BRG-0530,530,K. Venkateshwar Rao,1.02,Burgul,0.89,COMPLETED,
DOC-BRG-0531,TG-RR-FNR-BRG-0531,531,M. Lakshmi Bai,2.58,Burgul,0.97,COMPLETED,
DOC-BRG-0532,TG-RR-FNR-BRG-0532,532,P. Anjaneyulu,1.16,Burgul,0.91,COMPLETED,
DOC-BRG-0533,TG-RR-FNR-BRG-0533,533,B. Satyanarayana,7.55,Burgul,0.92,COMPLETED,
DOC-BRG-0534,TG-RR-FNR-BRG-0534,534,T. Ramaiah,7.59,Burgul,0.98,COMPLETED,
DOC-BRG-0535,TG-RR-FNR-BRG-0535,535,Ch. Madhava Reddy,3.98,Burgul,0.89,COMPLETED,
DOC-BRG-0536,TG-RR-FNR-BRG-0536,536,V. Narsimha,9.46,Burgul,0.9,COMPLETED,
DOC-BRG-0537,TG-RR-FNR-BRG-0537,537,S. Kistamma,2.38,Burgul,0.92,COMPLETED,
DOC-BRG-0538,TG-RR-FNR-BRG-0538,538,A. Balraj,3.28,Burgul,0.96,COMPLETED,
DOC-BRG-0539,TG-RR-FNR-BRG-0539,539,M. Mallesh Goud,6.51,Burgul,0.94,COMPLETED,
DOC-BRG-0540,TG-RR-FNR-BRG-0540,540,K. Chandraiah,2.96,Burgul,0.98,COMPLETED,
DOC-BRG-0541,TG-RR-FNR-BRG-0541,541,J. Ramachandra Reddy,3.94,Burgul,0.89,COMPLETED,
DOC-BRG-0542,TG-RR-FNR-BRG-0542,542,D. Gopal Rao,6.78,Burgul,0.95,COMPLETED,
DOC-BRG-0543,TG-RR-FNR-BRG-0543,543,R. Prabhakar,3.97,Burgul,0.95,COMPLETED,
DOC-BRG-0544,TG-RR-FNR-BRG-0544,544,E. Yadagiri,12.21,Burgul,0.93,COMPLETED,
DOC-BRG-0545,TG-RR-FNR-BRG-0545,545,N. Shankaraiah,5.15,Burgul,0.62,NEEDS_REVIEW,Low OCR confidence in handwritten Tippon annotation
DOC-BRG-0546,TG-RR-FNR-BRG-0546,546,P. Suseela,5.21,Burgul,0.88,COMPLETED,
DOC-BRG-0547,TG-RR-FNR-BRG-0547,547,B. Vittal Reddy,6.33,Burgul,0.98,COMPLETED,
DOC-BRG-0548,TG-RR-FNR-BRG-0548,548,K. Padma,5.3,Burgul,0.9,COMPLETED,
DOC-BRG-0549,TG-RR-FNR-BRG-0549,549,G. Lingaiah,5.85,Burgul,0.98,COMPLETED,
DOC-BRG-0550,TG-RR-FNR-BRG-0550,550,B. Satyanarayana,2.74,Burgul,0.44,NEEDS_REVIEW,Owner mismatch: Deed titleholder 'M. Krishna Murthy' vs Extracted 'B. Satyanarayana'
DOC-BRG-0551,TG-RR-FNR-BRG-0551,551,S. Venkat Reddy,6.34,Burgul,0.9,COMPLETED,
DOC-BRG-0552,TG-RR-FNR-BRG-0552,552,A. Jagadeeshwar,13.6,Burgul,0.89,COMPLETED,
DOC-BRG-0553,TG-RR-FNR-BRG-0553,553,G. Srinivas Reddy,4.36,Burgul,0.9,COMPLETED,
DOC-BRG-0554,TG-RR-FNR-BRG-0554,554,K. Venkateshwar Rao,3.03,Burgul,0.9,COMPLETED,
DOC-BRG-0555,TG-RR-FNR-BRG-0555,555,M. Lakshmi Bai,2.68,Burgul,0.96,COMPLETED,
DOC-BRG-0556,TG-RR-FNR-BRG-0556,556,P. Anjaneyulu,2.04,Burgul,0.96,COMPLETED,
DOC-BRG-0557,TG-RR-FNR-BRG-0557,557,B. Satyanarayana,5.34,Burgul,0.96,COMPLETED,
DOC-BRG-0558,TG-RR-FNR-BRG-0558,558,T. Ramaiah,6.5,Burgul,0.91,COMPLETED,
DOC-BRG-0559,TG-RR-FNR-BRG-0559,559,Ch. Madhava Reddy,6.71,Burgul,0.91,COMPLETED,
DOC-BRG-0560,TG-RR-FNR-BRG-0560,560,V. Narsimha,11.86,Burgul,0.68,NEEDS_REVIEW,Area mismatch: Document states 11.86 Acres vs GIS 10.98 Acres (8.0% diff)
DOC-BRG-0561,TG-RR-FNR-BRG-0561,561,S. Kistamma,3.48,Burgul,0.91,COMPLETED,
DOC-BRG-0562,TG-RR-FNR-BRG-0562,562,A. Balraj,5.27,Burgul,0.89,COMPLETED,
DOC-BRG-0563,TG-RR-FNR-BRG-0563,563,M. Mallesh Goud,9.59,Burgul,0.94,COMPLETED,
DOC-BRG-0564,TG-RR-FNR-BRG-0564,564,K. Chandraiah,5.62,Burgul,0.97,COMPLETED,
DOC-BRG-0565,TG-RR-FNR-BRG-0565,565,J. Ramachandra Reddy,5.45,Burgul,0.9,COMPLETED,
DOC-BRG-0566,TG-RR-FNR-BRG-0566,566,D. Gopal Rao,6.42,Burgul,0.92,COMPLETED,
DOC-BRG-0567,TG-RR-FNR-BRG-0567,567,R. Prabhakar,2.94,Burgul,0.93,COMPLETED,
DOC-BRG-0568,TG-RR-FNR-BRG-0568,568,E. Yadagiri,2.16,Burgul,0.91,COMPLETED,
DOC-BRG-0569,TG-RR-FNR-BRG-0569,569,N. Shankaraiah,9.78,Burgul,0.95,COMPLETED,
DOC-BRG-0570,TG-RR-FNR-BRG-0570,570,P. Suseela,10.05,Burgul,0.95,COMPLETED,
DOC-BRG-0571,TG-RR-FNR-BRG-0571,571,B. Vittal Reddy,7.01,Burgul,0.9,COMPLETED,
DOC-BRG-0572,TG-RR-FNR-BRG-0572,572,K. Padma,8.42,Burgul,0.88,COMPLETED,
DOC-BRG-0573,TG-RR-FNR-BRG-0573,573,G. Lingaiah,9.35,Burgul,0.9,COMPLETED,
DOC-BRG-0574,TG-RR-FNR-BRG-0574,574,M. Krishna Murthy,4.77,Burgul,0.91,COMPLETED,
DOC-BRG-0575,TG-RR-FNR-BRG-0575,575,S. Venkat Reddy,4.96,Burgul,0.89,COMPLETED,
DOC-BRG-0576,TG-RR-FNR-BRG-0576,576,A. Jagadeeshwar,4.85,Burgul,0.97,COMPLETED,
DOC-BRG-0577,TG-RR-FNR-BRG-0577,577,G. Srinivas Reddy,8.86,Burgul,0.91,COMPLETED,
DOC-BRG-0578,TG-RR-FNR-BRG-0578,578,K. Venkateshwar Rao,11.58,Burgul,0.92,COMPLETED,
DOC-BRG-0579,TG-RR-FNR-BRG-0579,579,M. Lakshmi Bai,6.64,Burgul,0.93,COMPLETED,
DOC-BRG-0580,TG-RR-FNR-BRG-0580,580,P. Anjaneyulu,11.94,Burgul,0.95,COMPLETED,
DOC-BRG-0581,TG-RR-FNR-BRG-0581,581,B. Satyanarayana,3.48,Burgul,0.89,COMPLETED,
DOC-BRG-0582,TG-RR-FNR-BRG-0582,582,T. Ramaiah,5.21,Burgul,0.94,COMPLETED,
DOC-BRG-0583,TG-RR-FNR-BRG-0583,583,Ch. Madhava Reddy,6.83,Burgul,0.9,COMPLETED,
DOC-BRG-0584,TG-RR-FNR-BRG-0584,584,V. Narsimha,5.06,Burgul,0.98,COMPLETED,
DOC-BRG-0585,TG-RR-FNR-BRG-0585,585,S. Kistamma,6.62,Burgul,0.92,COMPLETED,
DOC-BRG-0586,TG-RR-FNR-BRG-0586,586,A. Balraj,4.1,Burgul,0.93,COMPLETED,
DOC-BRG-0587,TG-RR-FNR-BRG-0587,587,M. Mallesh Goud,9.11,Burgul,0.91,COMPLETED,
DOC-BRG-0588,TG-RR-FNR-BRG-0588,588,K. Chandraiah,7.48,Burgul,0.93,COMPLETED,
DOC-BRG-0589,TG-RR-FNR-BRG-0589,589,J. Ramachandra Reddy,2.47,Burgul,0.9,COMPLETED,
DOC-BRG-0590,TG-RR-FNR-BRG-0590,590,D. Gopal Rao,8.67,Burgul,0.62,NEEDS_REVIEW,Low OCR confidence in handwritten Tippon annotation
DOC-BRG-0591,TG-RR-FNR-BRG-0591,591,R. Prabhakar,2.42,Burgul,0.91,COMPLETED,
DOC-BRG-0592,TG-RR-FNR-BRG-0592,592,E. Yadagiri,2.26,Burgul,0.89,COMPLETED,
DOC-BRG-0593,TG-RR-FNR-BRG-0593,593,N. Shankaraiah,3.93,Burgul,0.96,COMPLETED,
DOC-BRG-0594,TG-RR-FNR-BRG-0594,594,P. Suseela,5.99,Burgul,0.95,COMPLETED,
DOC-BRG-0595,TG-RR-FNR-BRG-0595,595,B. Vittal Reddy,2.88,Burgul,0.68,NEEDS_REVIEW,Area mismatch: Document states 2.88 Acres vs GIS 2.67 Acres (8.0% diff)
DOC-BRG-0596,TG-RR-FNR-BRG-0596,596,K. Padma,4.06,Burgul,0.89,COMPLETED,
DOC-BRG-0597,TG-RR-FNR-BRG-0597,597,G. Lingaiah,5.72,Burgul,0.92,COMPLETED,
DOC-BRG-0598,TG-RR-FNR-BRG-0598,598,M. Krishna Murthy,10.85,Burgul,0.94,COMPLETED,
DOC-BRG-0599,TG-RR-FNR-BRG-0599,599,S. Venkat Reddy,5.18,Burgul,0.99,COMPLETED,
DOC-BRG-0600,TG-RR-FNR-BRG-0600,600,A. Jagadeeshwar,7.04,Burgul,0.94,COMPLETED,
DOC-BRG-0601,TG-RR-FNR-BRG-0601,601,G. Srinivas Reddy,4.54,Burgul,0.94,COMPLETED,
DOC-BRG-0602,TG-RR-FNR-BRG-0602,602,S. Kistamma,7.35,Burgul,0.44,NEEDS_REVIEW,Owner mismatch: Deed titleholder 'K. Venkateshwar Rao' vs Extracted 'S. Kistamma'
DOC-BRG-0603,TG-RR-FNR-BRG-0603,603,M. Lakshmi Bai,5.05,Burgul,0.97,COMPLETED,
DOC-BRG-0604,TG-RR-FNR-BRG-0604,604,P. Anjaneyulu,1.4,Burgul,0.97,COMPLETED,
DOC-BRG-0605,TG-RR-FNR-BRG-0605,605,B. Satyanarayana,5.48,Burgul,0.93,COMPLETED,
DOC-BRG-0606,TG-RR-FNR-BRG-0606,606,T. Ramaiah,4.6,Burgul,0.94,COMPLETED,
DOC-BRG-0607,TG-RR-FNR-BRG-0607,607,Ch. Madhava Reddy,6.27,Burgul,0.98,COMPLETED,
DOC-BRG-0608,TG-RR-FNR-BRG-0608,608,V. Narsimha,5.03,Burgul,0.93,COMPLETED,
DOC-BRG-0609,TG-RR-FNR-BRG-0609,609,S. Kistamma,9.14,Burgul,0.98,COMPLETED,
DOC-BRG-0610,TG-RR-FNR-BRG-0610,610,A. Balraj,1.63,Burgul,0.93,COMPLETED,
DOC-BRG-0611,TG-RR-FNR-BRG-0611,611,M. Mallesh Goud,5.45,Burgul,0.89,COMPLETED,
DOC-BRG-0612,TG-RR-FNR-BRG-0612,612,K. Chandraiah,5.77,Burgul,0.98,COMPLETED,
DOC-BRG-0613,TG-RR-FNR-BRG-0613,613,J. Ramachandra Reddy,7.16,Burgul,0.96,COMPLETED,
