parcel_id,survey_number,survey_display,sub_division,khata_number,owner_name,co_owner_name,village,mandal,district,state,land_classification,ownership_type,area_acres,area_sq_meters,mutation_status,registration_status,document_reference,confidence_score,verification_status,validation_issue,created_at,updated_at,centroid_lat,centroid_lon
P0223,323,323,,KH00223,Synthetic Owner 223,Synthetic Owner 723,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Joint,14.2195,57544.33,Updated,Registered,DOC-00223,0.984,Verified,,2025-01-01,2025-06-01,14.667,77.604
P0224,324,324,,KH00224,Synthetic Owner 224,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2195,57544.33,Updated,Registered,DOC-00224,0.93,Verified,,2025-01-01,2025-06-01,14.667,77.6064
P0225,325,325,,KH00225,Synthetic Owner 225,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2195,57544.33,Updated,Registered,DOC-00225,0.939,Verified,,2025-01-01,2025-06-01,14.667,77.6088
P0226,326,326/2,2,KH00226,Synthetic Owner 226,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2193,57543.52,Updated,Registered,DOC-00226,0.948,Verified,,2025-01-01,2025-06-01,14.669,77.5512
P0227,327,327,,KH00227,Synthetic Owner 227,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2193,57543.52,Updated,Registered,DOC-00227,0.957,Verified,,2025-01-01,2025-06-01,14.669,77.5536
P0228,328,328,,KH00228,Synthetic Owner 228,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2193,57543.52,Pending,Registered,DOC-00228,0.736,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.669,77.556
P0229,329,329,,KH00229,Synthetic Owner 229,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2193,57543.52,Updated,Registered,DOC-00229,0.975,Verified,,2025-01-01,2025-06-01,14.669,77.5584
P0230,330,330,,KH00230,Synthetic Owner 230,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2193,57543.52,Updated,Registered,DOC-00230,0.984,Verified,,2025-01-01,2025-06-01,14.669,77.5608
P0231,331,331/1,1,KH00231,Synthetic Owner 231,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2193,57543.52,Updated,Registered,DOC-00231,0.93,Verified,,2025-01-01,2025-06-01,14.669,77.5632
P0232,332,332,,KH00232,Synthetic Owner 232,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2193,57543.52,Updated,Registered,DOC-00232,0.939,Verified,,2025-01-01,2025-06-01,14.669,77.5656
P0233,333,333,,KH00233,Synthetic Owner 233,Synthetic Owner 733,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Joint,14.2193,57543.52,Updated,Registered,DOC-00233,0.948,Verified,,2025-01-01,2025-06-01,14.669,77.568
P0234,334,334,,KH00234,Synthetic Owner 234,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2193,57543.52,Updated,Registered,DOC-00234,0.957,Verified,,2025-01-01,2025-06-01,14.669,77.5704
P0235,335,335,,KH00235,Synthetic Owner 235,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2193,57543.52,Updated,Registered,DOC-00235,0.966,Verified,,2025-01-01,2025-06-01,14.669,77.5728
P0236,336,336/3,3,KH00236,Synthetic Owner 236,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2193,57543.52,Updated,Registered,DOC-00236,0.975,Verified,,2025-01-01,2025-06-01,14.669,77.5752
P0237,337,337,,KH00237,Synthetic Owner 237,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2193,57543.52,Updated,Registered,DOC-00237,0.984,Verified,,2025-01-01,2025-06-01,14.669,77.5776
P0238,338,338,,KH00238,Synthetic Owner 238,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2193,57543.52,Updated,Registered,DOC-00238,0.93,Verified,,2025-01-01,2025-06-01,14.669,77.58
P0239,339,339,,KH00239,Synthetic Owner 239,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2193,57543.52,Updated,Registered,DOC-00239,0.588,Conflict,Area mismatch,2025-01-01,2025-06-01,14.669,77.5824
P0240,340,340,,KH00240,Synthetic Owner 240,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2193,57543.52,Updated,Registered,DOC-00240,0.948,Verified,,2025-01-01,2025-06-01,14.669,77.5848
P0241,341,341/2,2,KH00241,Synthetic Owner 241,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2193,57543.52,Updated,Registered,DOC-00241,0.957,Verified,,2025-01-01,2025-06-01,14.669,77.5872
P0242,342,342,,KH00242,Synthetic Owner 242,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2193,57543.52,Updated,Registered,DOC-00242,0.624,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.669,77.5896
P0243,343,343,,KH00243,Synthetic Owner 243,Synthetic Owner 743,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Joint,14.2193,57543.52,Updated,Registered,DOC-00243,0.975,Verified,,2025-01-01,2025-06-01,14.669,77.592
P0244,344,344,,KH00244,Synthetic Owner 244,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2193,57543.52,Updated,Registered,DOC-00244,0.984,Verified,,2025-01-01,2025-06-01,14.669,77.5944
P0245,345,345,,KH00245,Synthetic Owner 245,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2193,57543.52,Updated,Registered,DOC-00245,0.66,Conflict,Survey number uncertainty,2025-01-01,2025-06-01,14.669,77.5968
P0246,346,346/1,1,KH00246,Synthetic Owner 246,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2193,57543.52,Updated,Registered,DOC-00246,0.939,Verified,,2025-01-01,2025-06-01,14.669,77.5992
P0247,347,347,,KH00247,Synthetic Owner 247,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2193,57543.52,Updated,Registered,DOC-00247,0.948,Verified,,2025-01-01,2025-06-01,14.669,77.6016
P0248,348,348,,KH00248,Synthetic Owner 248,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2193,57543.52,Updated,Registered,DOC-00248,0.796,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.669,77.604
P0249,349,349,,KH00249,Synthetic Owner 249,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2193,57543.52,Updated,Registered,DOC-00249,0.966,Verified,,2025-01-01,2025-06-01,14.669,77.6064
P0250,350,350,,KH00250,Synthetic Owner 250,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2193,57543.52,Updated,Registered,DOC-00250,0.975,Verified,,2025-01-01,2025-06-01,14.669,77.6088
P0251,351,351/3,3,KH00251,Synthetic Owner 251,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2192,57543.11,Updated,Registered,DOC-00251,0.984,Verified,,2025-01-01,2025-06-01,14.671,77.5512
P0252,352,352,,KH00252,Synthetic Owner 252,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2192,57543.11,Updated,Registered,DOC-00252,0.93,Verified,,2025-01-01,2025-06-01,14.671,77.5536
P0253,353,353,,KH00253,Synthetic Owner 253,Synthetic Owner 753,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Joint,14.2192,57543.11,Updated,Registered,DOC-00253,0.939,Verified,,2025-01-01,2025-06-01,14.671,77.556
P0254,354,354,,KH00254,Synthetic Owner 254,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2192,57543.11,Pending,Registered,DOC-00254,0.868,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.671,77.5584
P0255,355,355,,KH00255,Synthetic Owner 255,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2192,57543.11,Updated,Registered,DOC-00255,0.7,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.671,77.5608
P0256,356,356/2,2,KH00256,Synthetic Owner 256,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2192,57543.11,Updated,Registered,DOC-00256,0.966,Verified,,2025-01-01,2025-06-01,14.671,77.5632
P0257,357,357,,KH00257,Synthetic Owner 257,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2192,57543.11,Pending,Registered,DOC-00257,0.724,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.671,77.5656
P0258,358,358,,KH00258,Synthetic Owner 258,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2192,57543.11,Updated,Registered,DOC-00258,0.984,Verified,,2025-01-01,2025-06-01,14.671,77.568
P0259,359,359,,KH00259,Synthetic Owner 259,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2192,57543.11,Updated,Registered,DOC-00259,0.93,Verified,,2025-01-01,2025-06-01,14.671,77.5704
P0260,360,360,,KH00260,Synthetic Owner 260,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2192,57543.11,Updated,Registered,DOC-00260,0.939,Verified,,2025-01-01,2025-06-01,14.671,77.5728
P0261,361,361/1,1,KH00261,Synthetic Owner 261,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2192,57543.11,Updated,Registered,DOC-00261,0.552,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.671,77.5752
P0262,362,362,,KH00262,Synthetic Owner 262,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2192,57543.11,Updated,Registered,DOC-00262,0.957,Verified,,2025-01-01,2025-06-01,14.671,77.5776
P0263,363,363,,KH00263,Synthetic Owner 263,Synthetic Owner 763,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Joint,14.2192,57543.11,Updated,Registered,DOC-00263,0.796,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.671,77.58
P0264,364,364,,KH00264,Synthetic Owner 264,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2192,57543.11,Updated,Registered,DOC-00264,0.975,Verified,,2025-01-01,2025-06-01,14.671,77.5824
P0265,365,365,,KH00265,Synthetic Owner 265,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2192,57543.11,Updated,Registered,DOC-00265,0.984,Verified,,2025-01-01,2025-06-01,14.671,77.5848
P0266,366,366/3,3,KH00266,Synthetic Owner 266,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2192,57543.11,Updated,Registered,DOC-00266,0.93,Verified,,2025-01-01,2025-06-01,14.671,77.5872
P0267,367,367,,KH00267,Synthetic Owner 267,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2192,57543.11,Updated,Registered,DOC-00267,0.939,Verified,,2025-01-01,2025-06-01,14.671,77.5896
P0268,368,368,,KH00268,Synthetic Owner 268,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2192,57543.11,Updated,Registered,DOC-00268,0.856,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.671,77.592
P0269,369,369,,KH00269,Synthetic Owner 269,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2192,57543.11,Updated,Registered,DOC-00269,0.648,Conflict,Area mismatch,2025-01-01,2025-06-01,14.671,77.5944
P0270,370,370,,KH00270,Synthetic Owner 270,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2192,57543.11,Updated,Registered,DOC-00270,0.966,Verified,,2025-01-01,2025-06-01,14.671,77.5968
P0271,371,371/2,2,KH00271,Synthetic Owner 271,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2192,57543.11,Updated,Registered,DOC-00271,0.975,Verified,,2025-01-01,2025-06-01,14.671,77.5992
P0272,372,372,,KH00272,Synthetic Owner 272,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2192,57543.11,Updated,Registered,DOC-00272,0.984,Verified,,2025-01-01,2025-06-01,14.671,77.6016
P0273,373,373,,KH00273,Synthetic Owner 273,Synthetic Owner 773,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Joint,14.2192,57543.11,Updated,Registered,DOC-00273,0.93,Verified,,2025-01-01,2025-06-01,14.671,77.604
P0274,374,374,,KH00274,Synthetic Owner 274,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2192,57543.11,Updated,Registered,DOC-00274,0.708,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.671,77.6064
P0275,375,375,,KH00275,Synthetic Owner 275,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2192,57543.11,Updated,Registered,DOC-00275,0.948,Verified,,2025-01-01,2025-06-01,14.671,77.6088
P0276,376,376/1,1,KH00276,Synthetic Owner 276,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2191,57542.71,Updated,Registered,DOC-00276,0.957,Verified,,2025-01-01,2025-06-01,14.673,77.5512
P0277,377,377,,KH00277,Synthetic Owner 277,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2191,57542.71,Updated,Registered,DOC-00277,0.966,Verified,,2025-01-01,2025-06-01,14.673,77.5536
P0278,378,378,,KH00278,Synthetic Owner 278,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2191,57542.71,Updated,Registered,DOC-00278,0.975,Verified,,2025-01-01,2025-06-01,14.673,77.556
P0279,379,379,,KH00279,Synthetic Owner 279,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2191,57542.71,Pending,Registered,DOC-00279,0.808,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.673,77.5584
P0280,380,380,,KH00280,Synthetic Owner 280,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2191,57542.71,Updated,Registered,DOC-00280,0.93,Verified,,2025-01-01,2025-06-01,14.673,77.5608
P0281,381,381/3,3,KH00281,Synthetic Owner 281,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2191,57542.71,Updated,Registered,DOC-00281,0.939,Verified,,2025-01-01,2025-06-01,14.673,77.5632
P0282,382,382,,KH00282,Synthetic Owner 282,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2191,57542.71,Updated,Registered,DOC-00282,0.948,Verified,,2025-01-01,2025-06-01,14.673,77.5656
P0283,383,383,,KH00283,Synthetic Owner 283,Synthetic Owner 783,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Joint,14.2191,57542.71,Updated,Registered,DOC-00283,0.957,Verified,,2025-01-01,2025-06-01,14.673,77.568
P0284,384,384,,KH00284,Synthetic Owner 284,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2191,57542.71,Updated,Registered,DOC-00284,0.966,Verified,,2025-01-01,2025-06-01,14.673,77.5704
P0285,385,385,,KH00285,Synthetic Owner 285,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2191,57542.71,Updated,Registered,DOC-00285,0.975,Verified,,2025-01-01,2025-06-01,14.673,77.5728
P0286,386,386/2,2,KH00286,Synthetic Owner 286,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2191,57542.71,Updated,Registered,DOC-00286,0.984,Verified,,2025-01-01,2025-06-01,14.673,77.5752
P0287,387,387,,KH00287,Synthetic Owner 287,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2191,57542.71,Updated,Registered,DOC-00287,0.93,Verified,,2025-01-01,2025-06-01,14.673,77.5776
P0288,388,388,,KH00288,Synthetic Owner 288,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2191,57542.71,Updated,Registered,DOC-00288,0.939,Verified,,2025-01-01,2025-06-01,14.673,77.58
P0289,389,389,,KH00289,Synthetic Owner 289,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2191,57542.71,Updated,Registered,DOC-00289,0.588,Conflict,Survey number uncertainty,2025-01-01,2025-06-01,14.673,77.5824
P0290,390,390,,KH00290,Synthetic Owner 290,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2191,57542.71,Updated,Registered,DOC-00290,0.957,Verified,,2025-01-01,2025-06-01,14.673,77.5848
P0291,391,391/1,1,KH00291,Synthetic Owner 291,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2191,57542.71,Updated,Registered,DOC-00291,0.966,Verified,,2025-01-01,2025-06-01,14.673,77.5872
P0292,392,392,,KH00292,Synthetic Owner 292,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2191,57542.71,Updated,Registered,DOC-00292,0.784,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.673,77.5896
P0293,393,393,,KH00293,Synthetic Owner 293,Synthetic Owner 793,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Joint,14.2191,57542.71,Updated,Registered,DOC-00293,0.636,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.673,77.592
P0294,394,394,,KH00294,Synthetic Owner 294,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2191,57542.71,Updated,Registered,DOC-00294,0.93,Verified,,2025-01-01,2025-06-01,14.673,77.5944
P0295,395,395,,KH00295,Synthetic Owner 295,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2191,57542.71,Updated,Registered,DOC-00295,0.66,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.673,77.5968
P0296,396,396/3,3,KH00296,Synthetic Owner 296,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2191,57542.71,Updated,Registered,DOC-00296,0.948,Verified,,2025-01-01,2025-06-01,14.673,77.5992
P0297,397,397,,KH00297,Synthetic Owner 297,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2191,57542.71,Updated,Registered,DOC-00297,0.684,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.673,77.6016
P0298,398,398,,KH00298,Synthetic Owner 298,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2191,57542.71,Updated,Registered,DOC-00298,0.966,Verified,,2025-01-01,2025-06-01,14.673,77.604
P0299,399,399,,KH00299,Synthetic Owner 299,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2191,57542.71,Pending,Registered,DOC-00299,0.868,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.673,77.6064
P0300,400,400,,KH00300,Synthetic Owner 300,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2191,57542.71,Updated,Registered,DOC-00300,0.984,Verified,,2025-01-01,2025-06-01,14.673,77.6088
P0301,401,401/2,2,KH00301,Synthetic Owner 301,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2189,57541.9,Updated,Registered,DOC-00301,0.93,Verified,,2025-01-01,2025-06-01,14.675,77.5512
P0302,402,402,,KH00302,Synthetic Owner 302,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2189,57541.9,Updated,Registered,DOC-00302,0.939,Verified,,2025-01-01,2025-06-01,14.675,77.5536
P0303,403,403,,KH00303,Synthetic Owner 303,Synthetic Owner 803,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Joint,14.2189,57541.9,Updated,Registered,DOC-00303,0.948,Verified,,2025-01-01,2025-06-01,14.675,77.556
P0304,404,404,,KH00304,Synthetic Owner 304,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2189,57541.9,Updated,Registered,DOC-00304,0.468,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.675,77.5584
P0305,405,405,,KH00305,Synthetic Owner 305,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2189,57541.9,Updated,Registered,DOC-00305,0.76,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.675,77.5608
P0306,406,406/1,1,KH00306,Synthetic Owner 306,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2189,57541.9,Updated,Registered,DOC-00306,0.492,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.675,77.5632
P0307,407,407,,KH00307,Synthetic Owner 307,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2189,57541.9,Updated,Registered,DOC-00307,0.504,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.675,77.5656
P0308,408,408,,KH00308,Synthetic Owner 308,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2189,57541.9,Updated,Registered,DOC-00308,0.93,Verified,,2025-01-01,2025-06-01,14.675,77.568
P0309,409,409,,KH00309,Synthetic Owner 309,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2189,57541.9,Updated,Registered,DOC-00309,0.939,Verified,,2025-01-01,2025-06-01,14.675,77.5704
P0310,410,410,,KH00310,Synthetic Owner 310,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2189,57541.9,Updated,Registered,DOC-00310,0.948,Verified,,2025-01-01,2025-06-01,14.675,77.5728
P0311,411,411/3,3,KH00311,Synthetic Owner 311,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2189,57541.9,Updated,Registered,DOC-00311,0.957,Verified,,2025-01-01,2025-06-01,14.675,77.5752
P0312,412,412,,KH00312,Synthetic Owner 312,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2189,57541.9,Updated,Registered,DOC-00312,0.966,Verified,,2025-01-01,2025-06-01,14.675,77.5776
P0313,413,413,,KH00313,Synthetic Owner 313,Synthetic Owner 813,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Joint,14.2189,57541.9,Pending,Registered,DOC-00313,0.856,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.675,77.58
P0314,414,414,,KH00314,Synthetic Owner 314,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2189,57541.9,Updated,Registered,DOC-00314,0.984,Verified,,2025-01-01,2025-06-01,14.675,77.5824
P0315,415,415,,KH00315,Synthetic Owner 315,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2189,57541.9,Updated,Registered,DOC-00315,0.93,Verified,,2025-01-01,2025-06-01,14.675,77.5848
P0316,416,416/2,2,KH00316,Synthetic Owner 316,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2189,57541.9,Updated,Registered,DOC-00316,0.939,Verified,,2025-01-01,2025-06-01,14.675,77.5872
P0317,417,417,,KH00317,Synthetic Owner 317,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2189,57541.9,Updated,Registered,DOC-00317,0.948,Verified,,2025-01-01,2025-06-01,14.675,77.5896
P0318,418,418,,KH00318,Synthetic Owner 318,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2189,57541.9,Updated,Registered,DOC-00318,0.957,Verified,,2025-01-01,2025-06-01,14.675,77.592
P0319,419,419,,KH00319,Synthetic Owner 319,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2189,57541.9,Pending,Registered,DOC-00319,0.748,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.675,77.5944
P0320,420,420,,KH00320,Synthetic Owner 320,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2189,57541.9,Updated,Registered,DOC-00320,0.975,Verified,,2025-01-01,2025-06-01,14.675,77.5968
P0321,421,421/1,1,KH00321,Synthetic Owner 321,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2189,57541.9,Updated,Registered,DOC-00321,0.984,Verified,,2025-01-01,2025-06-01,14.675,77.5992
P0322,422,422,,KH00322,Synthetic Owner 322,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2189,57541.9,Updated,Registered,DOC-00322,0.93,Verified,,2025-01-01,2025-06-01,14.675,77.6016
P0323,423,423,,KH00323,Synthetic Owner 323,Synthetic Owner 823,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Joint,14.2189,57541.9,Updated,Registered,DOC-00323,0.939,Verified,,2025-01-01,2025-06-01,14.675,77.604
P0324,424,424,,KH00324,Synthetic Owner 324,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2189,57541.9,Updated,Registered,DOC-00324,0.948,Verified,,2025-01-01,2025-06-01,14.675,77.6064
P0325,425,425,,KH00325,Synthetic Owner 325,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2189,57541.9,Updated,Registered,DOC-00325,0.957,Verified,,2025-01-01,2025-06-01,14.675,77.6088
P0326,426,426/3,3,KH00326,Synthetic Owner 326,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2188,57541.49,Updated,Registered,DOC-00326,0.432,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.677,77.5512
P0327,427,427,,KH00327,Synthetic Owner 327,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2188,57541.49,Updated,Registered,DOC-00327,0.975,Verified,,2025-01-01,2025-06-01,14.677,77.5536
P0328,428,428,,KH00328,Synthetic Owner 328,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2188,57541.49,Updated,Registered,DOC-00328,0.984,Verified,,2025-01-01,2025-06-01,14.677,77.556
P0329,429,429,,KH00329,Synthetic Owner 329,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2188,57541.49,Updated,Registered,DOC-00329,0.93,Verified,,2025-01-01,2025-06-01,14.677,77.5584
P0330,430,430,,KH00330,Synthetic Owner 330,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2188,57541.49,Updated,Registered,DOC-00330,0.939,Verified,,2025-01-01,2025-06-01,14.677,77.5608
P0331,431,431/2,2,KH00331,Synthetic Owner 331,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2188,57541.49,Updated,Registered,DOC-00331,0.712,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.677,77.5632
P0332,432,432,,KH00332,Synthetic Owner 332,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2188,57541.49,Updated,Registered,DOC-00332,0.957,Verified,,2025-01-01,2025-06-01,14.677,77.5656
P0333,433,433,,KH00333,Synthetic Owner 333,Synthetic Owner 833,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Joint,14.2188,57541.49,Updated,Registered,DOC-00333,0.966,Verified,,2025-01-01,2025-06-01,14.677,77.568
P0334,434,434,,KH00334,Synthetic Owner 334,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2188,57541.49,Updated,Registered,DOC-00334,0.975,Verified,,2025-01-01,2025-06-01,14.677,77.5704
